"Name","Address","City","Cuisine","PriceRange","Rating","ReviewCount","Phone","Source","Region"
"El Sitio Coffee Bar","N/A (Brickell)","Miami, FL","Latin/Venezuelan","$$-$$$","4.9/5 Google","974","N/A","Tripadvisor","Brickell"
"Quinto Miami","N/A (Brickell)","Miami, FL","Steakhouse/Latin","$$$$","4.6/5 Google","785","N/A","Tripadvisor","Brickell"
"Barsecco","N/A (Brickell/Midtown)","Miami, FL","American/Bar","$$-$$$","4.2/5 Google","874","N/A","Tripadvisor","Midtown"
"Vero Italian Restaurant","N/A (Brickell)","Miami, FL","Italian/Pizza","$$-$$$","3.9/5 Google","327","N/A","Tripadvisor","Brickell"
"Dolores But You Can Call Me Lolita","N/A (Brickell/Downtown)","Miami, FL","Bar/International","$$-$$$","4.8/5 Google","2414","N/A","Tripadvisor","Brickell"
"Zuma Miami","N/A (Downtown/Brickell)","Miami, FL","Japanese/Sushi","$$$$","4.1/5 Google","788","N/A","Tripadvisor","Brickell"
"CVI.CHE 105 (Downtown)","N/A (Downtown/Brickell)","Miami, FL","Peruvian/Latin","$$-$$$","4.9/5 Google","2774","N/A","Tripadvisor","Brickell"
"Ristorante Fratelli Milano","N/A (Brickell/Downtown)","Miami, FL","Italian","$$-$$$","4.6/5 Google","600","N/A","Tripadvisor","Brickell"
"Celia's Kitchen and Social Bar","N/A (Brickell)","Miami, FL","American/Bar","$$-$$$","4.7/5 Tripadvisor","1,411+ reviews","N/A","Tripadvisor","Brickell"
"Pollos & Jarras (Brickell)","N/A (Brickell/Downtown)","Miami, FL","Peruvian/Latin","$$-$$$","4.9/5 Google","3858","N/A","Tripadvisor","Brickell"
"Casa Neos","N/A (Brickell)","Miami, FL","Bar/Mediterranean","$$$$","4.5/5 Google","694","N/A","Tripadvisor","Brickell"
"Tam Tam","99 NW 1st St","Miami, FL 33128","Vietnamese (Michelin Bib Gourmand)","$$$","4.6/5 Google","289","N/A","Miami New Times/The Infatuation","Downtown Miami"
"NIU Kitchen","104 NE 2nd Ave","Miami, FL 33132","Spanish/Catalan","$$$","4.5/5 Google","329","N/A","Miami New Times/The Infatuation","Downtown Miami"
"ViceVersa","398 NE 5th St","Miami, FL 33132","Italian/Cocktail Bar","$$$","N/A","N/A","N/A","Time Out/The Infatuation","Downtown Miami"
"Fratesi's Pizza","69 E Flagler St","Miami, FL 33131","Pizza","$$","4.3/5 Google","142","N/A","The Infatuation","Brickell"
"Over Under","151 E Flagler St","Miami, FL 33131","American","$$$","3.9/5 Google","175","N/A","The Infatuation","Brickell"
"Cafe Laurel","698 NE 1st Ave","Miami, FL 33132","Cuban/French","$$","N/A","N/A","N/A","The Infatuation","Downtown Miami"
"Miami Slice","1335 NE Miami Ct","Miami, FL 33132","Pizza","$$","3.9/5 Google","374","N/A","The Infatuation","Downtown Miami"
"Coney Burger","1306 N Miami Ave","Miami, FL 33136","Burgers","$$","4.7/5 Google","212","N/A","The Infatuation","Downtown Miami"
"Garcia's Seafood Grille & Fish Market","398 NW North River Dr","Miami, FL 33128","Seafood","$$","3.9/5 Tripadvisor","1,052+ reviews","N/A","The Infatuation/Tripadvisor","Downtown Miami"
"Cafe Fenicia","1381 NE Miami Ct","Miami, FL 33132","Lebanese","$$","N/A","N/A","N/A","The Infatuation","Downtown Miami"
"Mr. OmaKase","163 SE 1st St","Miami, FL 33131","Sushi/Omakase","$$$","4.6/5 Google","147","N/A","The Infatuation","Brickell"
"Eleventh Street Pizza (Downtown)","1035 N Miami Ave","Miami, FL 33136","Pizza","$$","3.8/5 Google","179","N/A","The Infatuation","Downtown Miami"
"Mangrove","95 NW 1st St","Miami, FL 33128","Jamaican","$$","4.6/5 Google","125","N/A","The Infatuation","Downtown Miami"
"Verde at Perez Art Museum Miami","1103 Biscayne Blvd","Miami, FL 33132","American","$$","4.3/5 Google","474","N/A","The Infatuation","Downtown Miami"
"Manila Kantina","245 E Flagler St","Miami, FL 33131","Filipino","$$","4.8/5 Google","245","N/A","The Infatuation","Brickell"
"Bali Cafe","109 NE 2nd Ave","Miami, FL 33132","Indonesian","$$","4.6/5 Google","286","N/A","The Infatuation","Downtown Miami"
"Omakai Hand Roll Bar Downtown","80 NE 2nd Ave","Miami, FL 33132","Sushi","$$$","N/A","N/A","N/A","The Infatuation","Downtown Miami"
"Bubba Gump Shrimp Co.","N/A (Bayside Marketplace)","Miami, FL","American/Seafood","$$-$$$","3.8/5 Google","871","N/A","Tripadvisor","Downtown Miami"
"Crazy About You","N/A (Downtown)","Miami, FL","American/Bar","$$-$$$","4.1/5 Tripadvisor","825+ reviews","N/A","Tripadvisor","Downtown Miami"
"Cafe Versailles (Downtown)","N/A","Miami, FL","Latin/Cuban Cafe","$","3.5/5 Google","224","N/A","Tripadvisor","Downtown Miami"
"Il Gabbiano","335 S Biscayne Blvd","Miami, FL 33131","Italian","$$$$","4.3/5 Google","407","N/A","Tripadvisor/CondoBlackBook","Brickell"
"Cafe Bastille Downtown Miami","N/A","Miami, FL","French","$$-$$$","4.4/5 Tripadvisor","415+ reviews","N/A","Tripadvisor","Downtown Miami"
"Edge Steak & Bar (Edge Brasserie)","N/A (Four Seasons)","Miami, FL","French/American","$$$$","3.8/5 Google","460","N/A","Tripadvisor","Downtown Miami"
"Casablanca Seafood Bar & Grill","404 NW North River Dr","Miami, FL 33128","Latin/Seafood","$$-$$$","3.8/5 Google","732","N/A","Tripadvisor","Downtown Miami"
"Madrid Tapas y Vinos","N/A (Downtown)","Miami, FL","Spanish","$$-$$$","4.3/5 Google","408","N/A","Tripadvisor","Downtown Miami"
"Los Ranchos Steakhouse","N/A (Bayside)","Miami, FL","Steakhouse/Latin","$$-$$$","3.9/5 Tripadvisor","464+ reviews","N/A","Tripadvisor","Downtown Miami"
"Jackson Soul Food","N/A (Downtown)","Miami, FL","Soul Food/American","$","4.2/5 Google","280","N/A","Tripadvisor","Downtown Miami"
"Giselle Miami","N/A (Downtown/Omni)","Miami, FL","Asian/Mediterranean","$$$","N/A","N/A","N/A","Web search","Downtown Miami"
"La Mar by Gaston Acurio","N/A (Mandarin Oriental, Brickell Key)","Miami, FL","Peruvian","$$$$","4.4/5 Google","704","N/A","Web search","Brickell"
"Pastis Miami","N/A (Wynwood)","Miami, FL","French Bistro","$$$","4.3/5 Google","436","N/A","MiamiCurated","Wynwood"
"Hiyakawa","2700 N Miami Ave","Miami, FL 33127","Japanese Omakase","$$$$","4.8/5 Google","209","N/A","MiamiCurated/Miami New Times","Wynwood"
"Lira Beirut Eatery","N/A (Wynwood)","Miami, FL","Lebanese","$$","4.7/5 Google","380","N/A","MiamiCurated","Wynwood"
"PASTA (Wynwood)","N/A (Wynwood)","Miami, FL","Italian-Peruvian Fusion","$$","N/A","N/A","N/A","MiamiCurated","Wynwood"
"Bakan","N/A (Wynwood)","Miami, FL","Mexican","$$-$$$","4.6/5 Google","904","N/A","MiamiCurated/Tripadvisor","Wynwood"
"Uchi Miami","N/A (Wynwood)","Miami, FL","Japanese/Contemporary","$$$$","4.3/5 Google","824","N/A","MiamiCurated/Tripadvisor","Wynwood"
"Double Knot Miami","N/A (Wynwood)","Miami, FL","Izakaya","$$-$$$","4.8/5 Google","140","N/A","MiamiCurated","Wynwood"
"Rishtedar","232 NW 24th St","Miami, FL 33127","Indian","$$","4.4/5 Google","528","N/A","MiamiCurated/Tripadvisor","Wynwood"
"Casa Tua Cucina Wynwood","N/A","Miami, FL","Italian","$$$","N/A","N/A","N/A","MiamiCurated","Wynwood"
"Pari Pari Hand Roll Bar","N/A (Wynwood)","Miami, FL","Japanese","$$","N/A","N/A","N/A","MiamiCurated","Wynwood"
"Hiden","313 NW 25th St","Miami, FL 33127","Japanese Omakase (Michelin)","$$$$","4.8/5 Google","159","N/A","Miami New Times","Wynwood"
"Shiso","239 NW 28th St","Miami, FL 33127","Asian Smokehouse","$$$","4.7/5 Google","137","N/A","Miami New Times","Wynwood"
"KYU","251 NW 25th St","Miami, FL 33127","Asian Fusion/Wood-fired","$$-$$$","4.3/5 Google","724","N/A","CondoBlackBook/Tripadvisor","Wynwood"
"Doya","347 NW 24th St","Miami, FL 33127","Greek/Aegean","$$$","4.4/5 Google","1321","N/A","Time Out","Wynwood"
"Ghee Indian Kitchen (Wynwood)","63 NW 24th St","Miami, FL 33127","Indian","$$-$$$","N/A","N/A","N/A","Time Out/Eater Miami","Wynwood"
"R House Wynwood","N/A","Miami, FL","American","$$-$$$","4.6/5 Google","725","N/A","Tripadvisor","Wynwood"
"Chimba","N/A (Midtown/Wynwood)","Miami, FL","Latin/Argentinean","$$-$$$","4.8/5 Google","320","N/A","Tripadvisor","Wynwood"
"Salumeria 104 (Midtown)","N/A (Midtown Miami)","Miami, FL","Italian","$$-$$$","4.5/5 Tripadvisor","459+ reviews","N/A","Tripadvisor","Midtown"
"Joeys Wynwood Cafe","N/A","Miami, FL","Italian","$$-$$$","4.0/5 Tripadvisor","389+ reviews","N/A","Tripadvisor","Wynwood"
"Suviche - Sushi And Ceviche","N/A (Wynwood)","Miami, FL","Japanese/Peruvian","$$-$$$","4.2/5 Tripadvisor","234+ reviews","N/A","Tripadvisor","Wynwood"
"Kush Wynwood","N/A","Miami, FL","American","$$-$$$","4.5/5 Tripadvisor","520+ reviews","N/A","Tripadvisor","Wynwood"
"Manta Wynwood","N/A","Miami, FL","Japanese/Peruvian","$$-$$$","4.9/5 Google","1781","N/A","Tripadvisor","Wynwood"
"Mayami Wynwood","N/A","Miami, FL","Asian/Bar","$$-$$$","4.5/5 Tripadvisor","150+ reviews","N/A","Tripadvisor","Wynwood"
"Morgans Restaurant","N/A (Wynwood)","Miami, FL","American/International","$$-$$$","4.0/5 Tripadvisor","329+ reviews","N/A","Tripadvisor","Wynwood"
"doma","N/A (Wynwood)","Miami, FL","Italian/Mediterranean","$$-$$$","4.6/5 Tripadvisor","87+ reviews","N/A","Tripadvisor","Wynwood"
"Le Chick Miami","N/A (Wynwood)","Miami, FL","American/Fried Chicken","$$-$$$","4.3/5 Tripadvisor","126+ reviews","N/A","Tripadvisor","Wynwood"
"Crudos Fusion Art Restaurant","N/A (Wynwood)","Miami, FL","Japanese/Sushi","$$-$$$","4.5/5 Tripadvisor","84+ reviews","N/A","Tripadvisor/Web search","Wynwood"
"Ossobuco Miami Steak House","N/A (Wynwood)","Miami, FL","Steakhouse (Michelin recommended)","$$$","4.5/5 Tripadvisor","26+ reviews","N/A","Tripadvisor/Web search","Wynwood"
"1-800-Lucky","N/A (Wynwood)","Miami, FL","Asian Food Hall","$$-$$$","3.8/5 Google","511","N/A","Tripadvisor","Wynwood"
"Grails Miami","N/A (Wynwood)","Miami, FL","American/Sports Bar","$$","N/A","N/A","N/A","Web search","Wynwood"
"COTE Miami","900 NE 2nd Ave","Miami, FL 33137","Korean Steakhouse (Michelin)","$$$$","4.4/5 Google","643","N/A","Multiple sources","Design District"
"Torno Subito","N/A (Moore Building)","Miami, FL","Italian","$$-$$$","4.2/5 Google","280","N/A","MiamiCurated/Tripadvisor","Design District"
"Le Jardinier","151 NE 41st St Ste 135","Miami, FL 33137","French (Michelin)","$$$$","3.9/5 Google","509","N/A","Multiple sources","Design District"
"Contessa Miami","N/A (Design District)","Miami, FL","Northern Italian","$$$$","3.8/5 Google","517","N/A","MiamiCurated","Design District"
"Matsuyoi","N/A (above Nami Nori)","Miami, FL","Japanese","$$$$","N/A","N/A","N/A","MiamiCurated","Design District"
"Nami Nori","N/A (Design District)","Miami, FL","Japanese/Temaki","$$","N/A","N/A","N/A","MiamiCurated","Design District"
"L'Atelier de Joel Robuchon","151 NE 41st St","Miami, FL 33137","French (2 Michelin Stars)","$$$$","4.2/5 Tripadvisor","73+ reviews","N/A","Multiple sources","Design District"
"Jass Kitchen (El Turco)","N/A (Upper Buena Vista)","Miami, FL","Turkish (Bib Gourmand)","$$","4.7/5 Google","512","N/A","Miami New Times/MiamiCurated","Design District"
"Michael's Genuine Food & Drink","130 NE 40th St","Miami, FL 33137","American","$$-$$$","4.0/5 Google","1065","N/A","Multiple sources","Design District"
"Mandolin Aegean Bistro","4312 NE 2nd Ave","Miami, FL 33137","Greek/Turkish","$$-$$$","4.4/5 Google","754","N/A","Multiple sources","Design District"
"Mother Wolf","N/A (Design District)","Miami, FL","Italian","$$$$","4.7/5 Google","132","N/A","Web search","Design District"
"MC Kitchen","N/A (Design District)","Miami, FL","Italian/French","$$$$","4.3/5 Google","402","N/A","Tripadvisor","Design District"
"Harry's Pizzeria","N/A (Design District)","Miami, FL","Italian/Pizza","$$-$$$","4.2/5 Tripadvisor","240+ reviews","N/A","Tripadvisor","Design District"
"Pura Vida (Design District)","N/A","Miami, FL","Healthy/Cafe","$$-$$$","4.6/5 Google","641","N/A","Tripadvisor","Design District"
"Itamae","N/A (Design District)","Miami, FL","Japanese/Peruvian","$$-$$$","4.6/5 Tripadvisor","14+ reviews","N/A","Tripadvisor","Design District"
"Baccarat","N/A (Design District)","Miami, FL","French","$$$$","4.7/5 Tripadvisor","12+ reviews","N/A","Tripadvisor","Design District"
"Buena Vista Deli","N/A","Miami, FL","French/European","$$-$$$","4.0/5 Google","263","N/A","Tripadvisor","Design District"
"Swan","N/A (Design District)","Miami, FL","American","$$$$","3.7/5 Google","578","N/A","Tripadvisor","Design District"
"Sofia Design District","N/A","Miami, FL","Italian","$$$$","4.3/5 Tripadvisor","10+ reviews","N/A","Tripadvisor","Design District"
"Mia Market","N/A (Design District)","Miami, FL","Italian/Japanese","$","4.8/5 Tripadvisor","6+ reviews","N/A","Tripadvisor","Design District"
"Enriqueta's Sandwich Shop","186 NE 29th St","Miami, FL 33137","Cuban","$","4.5/5 Google","355","N/A","Multiple sources","Design District"
"Amara at Paraiso","3101 NE 7th Ave","Miami, FL 33137","Latin/Seafood","$$$$","3.7/5 Google","1461","N/A","Multiple sources","Design District"
"Aoko","2304 NE 2nd Ave","Miami, FL 33137","Sushi/Japanese","$$$","4.9/5 Google","89","N/A","The Infatuation","Design District"
"Palo Quemao","350 NE 24th St #109","Miami, FL 33137","Colombian","$$","4.5/5 Google","378","N/A","The Infatuation","Design District"
"La Latina","3509 NE 2nd Ave","Miami, FL 33137","Venezuelan","$$","4.4/5 Google","346","N/A","The Infatuation/MiamiCurated","Design District"
"Klaw","1737 N Bayshore Dr","Miami, FL 33132","Steakhouse/Seafood","$$$$","4.4/5 Google","638","N/A","The Infatuation","Downtown Miami"
"Sabor A Peru","2927 Biscayne Blvd","Miami, FL 33137","Peruvian","$$","N/A","N/A","N/A","The Infatuation/CondoBlackBook","Design District"
"Rincon Escondido Tapas","2697 Biscayne Blvd","Miami, FL 33137","Spanish/Argentinian","$$","N/A","N/A","N/A","The Infatuation","Design District"
"Tanka","1717 N Bayshore Dr Suite 131","Miami, FL 33132","Chinese","$$$","4.4/5 Google","321","N/A","The Infatuation/CondoBlackBook","Downtown Miami"
"Mignonette","210 NE 18th St","Miami, FL 33132","Oyster Bar/Seafood","$$$","N/A","N/A","N/A","CondoBlackBook","Downtown Miami"
"Kraken Crudo","3525 NE 2nd Ave","Miami, FL 33137","Sushi/Raw Bar/Floribbean","$$$","4.4/5 Google","166","N/A","Multiple sources","Design District"
"Amor di Pasta","2320 NE 2nd Ave","Miami, FL 33137","Italian","$$","4.3/5 Google","380","N/A","CondoBlackBook","Design District"
"Sylvano's","2426 NE 2nd Ave","Miami, FL 33137","Italian","$$","N/A","N/A","N/A","Multiple sources","Design District"
"Pizza Pazza","275 NE 18th St","Miami, FL 33132","Neapolitan Pizza","$$","4.6/5 Google","339","N/A","CondoBlackBook","Downtown Miami"
"Rice Mediterranean Kitchen","2500 Biscayne Blvd","Miami, FL 33137","Persian/Mediterranean","$$","4.3/5 Google","333","N/A","CondoBlackBook","Design District"
"Plant Miami","105 NE 24th St","Miami, FL 33137","Vegan/Kosher","$$$","N/A","N/A","N/A","CondoBlackBook","Design District"
"NOA Cafe","2711 NE 2nd Ave","Miami, FL 33137","International Fusion","$$","4.5/5 Google","321","N/A","The Infatuation","Design District"
"Mamacita Miami","N/A (Edgewater)","Miami, FL","Latin","N/A","N/A","N/A","N/A","Web search","Downtown Miami"
"La Bottega Miami","N/A (Edgewater)","Miami, FL","Italian","N/A","N/A","N/A","N/A","Web search","Downtown Miami"
"Blackbrick Chinese & Dim Sum","3451 NE 1st Ave","Miami, FL 33137","Chinese/Dim Sum","$$","N/A","N/A","N/A","CondoBlackBook","Design District"
"Ayesha","120 Buena Vista Blvd","Miami, FL 33137","Indian","$$$","N/A","N/A","N/A","CondoBlackBook","Design District"
"Lagniappe","3425 NE 2nd Ave","Miami, FL 33137","Small Plates/Charcuterie/Wine Bar","$$","4.7/5 Google","695","N/A","CondoBlackBook/Web search","Design District"
"La Cabrera (Midtown)","N/A (Midtown)","Miami, FL","Peruvian","$$$","N/A","N/A","N/A","Web search","Midtown"
"Tap 42 Midtown Miami","N/A","Miami, FL","American/Bar","$$-$$$","3.9/5 Tripadvisor","101+ reviews","N/A","Tripadvisor","Midtown"
"100 Montaditos Midtown","N/A","Miami, FL","Spanish","$","4.4/5 Google","270","N/A","Tripadvisor","Midtown"
"Ol'days Farm To Table","N/A (Midtown)","Miami, FL","Cafe/International","$$-$$$","4.3/5 Google","395","N/A","Tripadvisor","Midtown"
"Mau Miami","N/A (Midtown)","Miami, FL","Mediterranean","$$$$","4.2/5 Tripadvisor","33+ reviews","N/A","Tripadvisor","Midtown"
"Prohibition Restaurant and Speakeasy","N/A (Midtown)","Miami, FL","American/Bar","$$$$","4.0/5 Tripadvisor","118+ reviews","N/A","Tripadvisor","Midtown"
"Spris Artisan Pizza","N/A (Midtown)","Miami, FL","Italian/Pizza","$","4.3/5 Tripadvisor","101+ reviews","N/A","Tripadvisor","Midtown"
"CRAFT Midtown","N/A","Miami, FL","American/Pizza","$$-$$$","5.0/5 Google","114","N/A","Tripadvisor","Midtown"
"La Picana Grill","N/A (Omni)","Miami, FL","Argentinian Steakhouse","N/A","N/A","N/A","N/A","Web search","Downtown Miami"
"Francisca Charcoal Chicken & Meats (Omni)","N/A (Omni)","Miami, FL","Latin/Grill","N/A","N/A","N/A","N/A","Web search","Downtown Miami"
"Casadonna","N/A (Omni)","Miami, FL","Coastal Italian","N/A","3.7/5 Google","669","N/A","Web search","Downtown Miami"
"Ariete","3540 Main Hwy","Coconut Grove, FL 33133","Cuban-American Fine Dining","$$$$","4.2/5 Google","563","N/A","Infatuation","Coconut Grove"
"Drinking Pig BBQ","3444 Main Hwy Ste 16","Miami, FL 33133","Barbecue","$$","4.8/5 Google","233","(786) 534-4244","Infatuation/Miami New Times","Coconut Grove"
"Shore To Door Fish Market","3380 Douglas Rd","Miami, FL 33133","Seafood","$$$","4.7/5 Google","160","N/A","Infatuation","Coconut Grove"
"Le Bouchon Du Grove","3430 Main Hwy","Coconut Grove, FL 33133","French Bistro","$$$","4.5/5 Google","919","N/A","Infatuation/Miami New Times","Coconut Grove"
"Chug's Diner","3444 Main Hwy Ste 21","Miami, FL 33133","Cuban-American Diner","$$","4.0/5 Google","348","N/A","Infatuation (Michelin Bib Gourmand)","Coconut Grove"
"Chuggie's","3444 Main Hwy","Miami, FL 33133","Burgers","$$","4.7/5 Google","122","N/A","Infatuation","Coconut Grove"
"Midorie","3444 Main Hwy","Miami, FL 33133","Japanese/Sushi","$$$$","4.7/5 Google","125","N/A","Infatuation/Miami New Times","Coconut Grove"
"The Original Daily Bread Marketplace","2400 SW 27th St","Miami, FL 33133","Middle Eastern","$$","4.2/5 Google","326","(305) 856-0363","Infatuation","Coconut Grove"
"Krus Kitchen","3413 Main Hwy","Miami, FL 33133","American/Natural Wine","$$$","4.5/5 Google","346","(786) 391-1598","Infatuation (Michelin Green Star)","Coconut Grove"
"Los Felix","3413 Main Hwy","Coconut Grove, FL 33133","Mexican/Farm-to-Table","$$$","4.3/5 Google","383","N/A","Infatuation/Miami New Times","Coconut Grove"
"Barracuda Taphouse & Grill","3035 Fuller St","Miami, FL 33133","Bar Food/American","$$","4.1/5 Google","285","N/A","Infatuation","Coconut Grove"
"Loretta & The Butcher","3195 Commodore Plaza","Miami, FL 33133","Argentinian Steakhouse","$$$","4.4/5 Google","354","N/A","Infatuation","Coconut Grove"
"Bombay Darbar (Coconut Grove)","2901 Florida Ave","Coconut Grove, FL 33133","Indian","$$$","4.7/5 Google","1280","N/A","Infatuation/Miami New Times","Coconut Grove"
"Glass & Vine","2820 McFarlane Rd","Miami, FL 33133","Contemporary/Latin","$$$","4.3/5 Google","967","N/A","Miami New Times","Coconut Grove"
"GreenStreet Cafe","3468 Main Hwy","Coconut Grove, FL 33133","American/Mediterranean","$$$","4.3/5 Google","985+ reviews","N/A","Google/Miami New Times","Coconut Grove"
"Isabelle's Grill Room and Garden","3300 SW 27th Ave","Miami, FL 33133","American (Ritz-Carlton)","$$$$","4.1/5 Google","177","N/A","dishmiami","Coconut Grove"
"Sadelle's","3321 Mary St","Miami, FL 33133","Bagels/Brunch","$$$","3.4/5 Google","332","N/A","dishmiami","Coconut Grove"
"Amal Miami","3480 Main Hwy Ste 100","Miami, FL 33133","Lebanese","$$$","4.3/5 Google","956","(786) 369-0846","Miami New Times","Coconut Grove"
"Eva","3015 Grand Ave #120","Coconut Grove, FL 33133","Mediterranean Bistro","$$$","4.9/5 Google","130","N/A","dishmiami","Coconut Grove"
"The Last Carrot","3133 Grand Ave","Miami, FL 33133","Vegetarian/Health Food","$$","N/A","N/A","N/A","dishmiami","Coconut Grove"
"Bellini","2988 McFarlane Rd","Miami, FL 33133","Italian","$$$","3.9/5 Google","3905","N/A","dishmiami","Coconut Grove"
