Name,Latitude,Longitude,Address,City,Region,Cuisine,Price,Rating,Reviews
Zuma Miami,25.76422,-80.19129,N/A (Downtown/Brickell),"Miami, FL",Brickell,Japanese/Sushi,$$$$,4.1/5 Google,788
CVI.CHE 105 (Downtown),25.76422,-80.19129,N/A (Downtown/Brickell),"Miami, FL",Brickell,Peruvian/Latin,$$-$$$,4.9/5 Google,2774
Ristorante Fratelli Milano,25.773447,-80.18808,N/A (Brickell/Downtown),"Miami, FL",Brickell,Italian,$$-$$$,4.6/5 Google,600
Celia's Kitchen and Social Bar,25.76422,-80.19129,N/A (Brickell),"Miami, FL",Brickell,American/Bar,$$-$$$,4.7/5 Tripadvisor,"1,411+ reviews"
Pollos & Jarras (Brickell),25.773447,-80.18808,N/A (Brickell/Downtown),"Miami, FL",Brickell,Peruvian/Latin,$$-$$$,4.9/5 Google,3858
Casa Neos,25.76422,-80.19129,N/A (Brickell),"Miami, FL",Brickell,Bar/Mediterranean,$$$$,4.5/5 Google,694
Tam Tam,25.775299,-80.194961,99 NW 1st St,"Miami, FL 33128",Downtown Miami,Vietnamese (Michelin Bib Gourmand),$$$,4.6/5 Google,289
NIU Kitchen,25.775503,-80.190439,104 NE 2nd Ave,"Miami, FL 33132",Downtown Miami,Spanish/Catalan,$$$,4.5/5 Google,329
ViceVersa,25.778706,-80.202597,398 NE 5th St,"Miami, FL 33132",Downtown Miami,Italian/Cocktail Bar,$$$,N/A,N/A
Fratesi's Pizza,25.774311,-80.192216,69 E Flagler St,"Miami, FL 33131",Brickell,Pizza,$$,4.3/5 Google,142
Over Under,25.77436,-80.19087,151 E Flagler St,"Miami, FL 33131",Brickell,American,$$$,3.9/5 Google,175
Cafe Laurel,25.780806,-80.192399,698 NE 1st Ave,"Miami, FL 33132",Downtown Miami,Cuban/French,$$,N/A,N/A
Miami Slice,25.787744,-80.193145,1335 NE Miami Ct,"Miami, FL 33132",Downtown Miami,Pizza,$$,3.9/5 Google,374
Coney Burger,25.787281,-80.19425,1306 N Miami Ave,"Miami, FL 33136",Downtown Miami,Burgers,$$,4.7/5 Google,212
Garcia's Seafood Grille & Fish Market,25.77742,-80.203691,398 NW North River Dr,"Miami, FL 33128",Downtown Miami,Seafood,$$,3.9/5 Tripadvisor,"1,052+ reviews"
Cafe Fenicia,25.788145,-80.193226,1381 NE Miami Ct,"Miami, FL 33132",Downtown Miami,Lebanese,$$,N/A,N/A
Mr. OmaKase,25.77357,-80.19064,163 SE 1st St,"Miami, FL 33131",Brickell,Sushi/Omakase,$$$,4.6/5 Google,147
Eleventh Street Pizza (Downtown),25.784549,-80.19386,1035 N Miami Ave,"Miami, FL 33136",Downtown Miami,Pizza,$$,3.8/5 Google,179
Mangrove,25.775195,-80.194962,95 NW 1st St,"Miami, FL 33128",Downtown Miami,Jamaican,$$,4.6/5 Google,125
Verde at Perez Art Museum Miami,25.785975,-80.186327,1103 Biscayne Blvd,"Miami, FL 33132",Downtown Miami,American,$$,4.3/5 Google,474
Manila Kantina,25.774421,-80.188966,245 E Flagler St,"Miami, FL 33131",Brickell,Filipino,$$,4.8/5 Google,245
Bali Cafe,25.775569,-80.190205,109 NE 2nd Ave,"Miami, FL 33132",Downtown Miami,Indonesian,$$,4.6/5 Google,286
Omakai Hand Roll Bar Downtown,25.775029,-80.190421,80 NE 2nd Ave,"Miami, FL 33132",Downtown Miami,Sushi,$$$,N/A,N/A
Bubba Gump Shrimp Co.,26.031846,-80.165681,N/A (Bayside Marketplace),"Miami, FL",Downtown Miami,American/Seafood,$$-$$$,3.8/5 Google,871
Crazy About You,25.773357,-80.1919,N/A (Downtown),"Miami, FL",Downtown Miami,American/Bar,$$-$$$,4.1/5 Tripadvisor,825+ reviews
Cafe Versailles (Downtown),26.031846,-80.165681,N/A,"Miami, FL",Downtown Miami,Latin/Cuban Cafe,$,3.5/5 Google,224
Il Gabbiano,25.771718,-80.18541,335 S Biscayne Blvd,"Miami, FL 33131",Brickell,Italian,$$$$,4.3/5 Google,407
Cafe Bastille Downtown Miami,26.031846,-80.165681,N/A,"Miami, FL",Downtown Miami,French,$$-$$$,4.4/5 Tripadvisor,415+ reviews
Casablanca Seafood Bar & Grill,25.77758,-80.204069,404 NW North River Dr,"Miami, FL 33128",Downtown Miami,Latin/Seafood,$$-$$$,3.8/5 Google,732
Madrid Tapas y Vinos,25.773357,-80.1919,N/A (Downtown),"Miami, FL",Downtown Miami,Spanish,$$-$$$,4.3/5 Google,408
Los Ranchos Steakhouse,26.031846,-80.165681,N/A (Bayside),"Miami, FL",Downtown Miami,Steakhouse/Latin,$$-$$$,3.9/5 Tripadvisor,464+ reviews
Jackson Soul Food,25.773357,-80.1919,N/A (Downtown),"Miami, FL",Downtown Miami,Soul Food/American,$,4.2/5 Google,280
Giselle Miami,25.773357,-80.1919,N/A (Downtown/Omni),"Miami, FL",Downtown Miami,Asian/Mediterranean,$$$,N/A,N/A
La Mar by Gaston Acurio,25.765836,-80.18579,"N/A (Mandarin Oriental, Brickell Key)","Miami, FL",Brickell,Peruvian,$$$$,4.4/5 Google,704
Pastis Miami,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,French Bistro,$$$,4.3/5 Google,436
Hiyakawa,25.802727,-80.195349,2700 N Miami Ave,"Miami, FL 33127",Wynwood,Japanese Omakase,$$$$,4.8/5 Google,209
Lira Beirut Eatery,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Lebanese,$$,4.7/5 Google,380
PASTA (Wynwood),26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Italian-Peruvian Fusion,$$,N/A,N/A
Bakan,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Mexican,$$-$$$,4.6/5 Google,904
Uchi Miami,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Japanese/Contemporary,$$$$,4.3/5 Google,824
Double Knot Miami,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Izakaya,$$-$$$,4.8/5 Google,140
Rishtedar,25.800006,-80.199752,232 NW 24th St,"Miami, FL 33127",Wynwood,Indian,$$,4.4/5 Google,528
Casa Tua Cucina Wynwood,26.031846,-80.165681,N/A,"Miami, FL",Wynwood,Italian,$$$,N/A,N/A
Pari Pari Hand Roll Bar,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Japanese,$$,N/A,N/A
Hiden,25.800844,-80.201376,313 NW 25th St,"Miami, FL 33127",Wynwood,Japanese Omakase (Michelin),$$$$,4.8/5 Google,159
Shiso,25.803172,-80.200038,239 NW 28th St,"Miami, FL 33127",Wynwood,Asian Smokehouse,$$$,4.7/5 Google,137
KYU,25.800848,-80.200204,251 NW 25th St,"Miami, FL 33127",Wynwood,Asian Fusion/Wood-fired,$$-$$$,4.3/5 Google,724
Doya,25.800255,-80.201449,347 NW 24th St,"Miami, FL 33127",Wynwood,Greek/Aegean,$$$,4.4/5 Google,1321
Ghee Indian Kitchen (Wynwood),25.800083,-80.196272,63 NW 24th St,"Miami, FL 33127",Wynwood,Indian,$$-$$$,N/A,N/A
R House Wynwood,26.031846,-80.165681,N/A,"Miami, FL",Wynwood,American,$$-$$$,4.6/5 Google,725
Chimba,25.819264,-80.193251,N/A (Midtown/Wynwood),"Miami, FL",Wynwood,Latin/Argentinean,$$-$$$,4.8/5 Google,320
Salumeria 104 (Midtown),25.819264,-80.193251,N/A (Midtown Miami),"Miami, FL",Midtown,Italian,$$-$$$,4.5/5 Tripadvisor,459+ reviews
Joeys Wynwood Cafe,26.031846,-80.165681,N/A,"Miami, FL",Wynwood,Italian,$$-$$$,4.0/5 Tripadvisor,389+ reviews
Suviche - Sushi And Ceviche,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Japanese/Peruvian,$$-$$$,4.2/5 Tripadvisor,234+ reviews
Kush Wynwood,26.031846,-80.165681,N/A,"Miami, FL",Wynwood,American,$$-$$$,4.5/5 Tripadvisor,520+ reviews
Manta Wynwood,26.031846,-80.165681,N/A,"Miami, FL",Wynwood,Japanese/Peruvian,$$-$$$,4.9/5 Google,1781
Mayami Wynwood,26.031846,-80.165681,N/A,"Miami, FL",Wynwood,Asian/Bar,$$-$$$,4.5/5 Tripadvisor,150+ reviews
Morgans Restaurant,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,American/International,$$-$$$,4.0/5 Tripadvisor,329+ reviews
doma,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Italian/Mediterranean,$$-$$$,4.6/5 Tripadvisor,87+ reviews
Le Chick Miami,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,American/Fried Chicken,$$-$$$,4.3/5 Tripadvisor,126+ reviews
Crudos Fusion Art Restaurant,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Japanese/Sushi,$$-$$$,4.5/5 Tripadvisor,84+ reviews
Ossobuco Miami Steak House,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Steakhouse (Michelin recommended),$$$,4.5/5 Tripadvisor,26+ reviews
1-800-Lucky,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,Asian Food Hall,$$-$$$,3.8/5 Google,511
Grails Miami,26.031846,-80.165681,N/A (Wynwood),"Miami, FL",Wynwood,American/Sports Bar,$$,N/A,N/A
COTE Miami,25.783077,-80.190573,900 NE 2nd Ave,"Miami, FL 33137",Design District,Korean Steakhouse (Michelin),$$$$,4.4/5 Google,643
Torno Subito,26.031846,-80.165681,N/A (Moore Building),"Miami, FL",Design District,Italian,$$-$$$,4.2/5 Google,280
Le Jardinier,25.813536,-80.194401,151 NE 41st St Ste 135,"Miami, FL 33137",Design District,French (Michelin),$$$$,3.9/5 Google,509
Contessa Miami,25.81281,-80.19137,N/A (Design District),"Miami, FL",Design District,Northern Italian,$$$$,3.8/5 Google,517
Matsuyoi,25.81369,-80.12648,N/A (above Nami Nori),"Miami, FL",Design District,Japanese,$$$$,N/A,N/A
Nami Nori,25.81281,-80.19137,N/A (Design District),"Miami, FL",Design District,Japanese/Temaki,$$,N/A,N/A
L'Atelier de Joel Robuchon,25.813536,-80.194401,151 NE 41st St,"Miami, FL 33137",Design District,French (2 Michelin Stars),$$$$,4.2/5 Tripadvisor,73+ reviews
Jass Kitchen (El Turco),25.852419,-80.192986,N/A (Upper Buena Vista),"Miami, FL",Design District,Turkish (Bib Gourmand),$$,4.7/5 Google,512
Michael's Genuine Food & Drink,25.813275,-80.192689,130 NE 40th St,"Miami, FL 33137",Design District,American,$$-$$$,4.0/5 Google,1065
Mandolin Aegean Bistro,25.815927,-80.191621,4312 NE 2nd Ave,"Miami, FL 33137",Design District,Greek/Turkish,$$-$$$,4.4/5 Google,754
Mother Wolf,25.81281,-80.19137,N/A (Design District),"Miami, FL",Design District,Italian,$$$$,4.7/5 Google,132
MC Kitchen,25.81281,-80.19137,N/A (Design District),"Miami, FL",Design District,Italian/French,$$$$,4.3/5 Google,402
Harry's Pizzeria,25.81281,-80.19137,N/A (Design District),"Miami, FL",Design District,Italian/Pizza,$$-$$$,4.2/5 Tripadvisor,240+ reviews
Pura Vida (Design District),26.031846,-80.165681,N/A,"Miami, FL",Design District,Healthy/Cafe,$$-$$$,4.6/5 Google,641
Itamae,25.81281,-80.19137,N/A (Design District),"Miami, FL",Design District,Japanese/Peruvian,$$-$$$,4.6/5 Tripadvisor,14+ reviews
Baccarat,25.81281,-80.19137,N/A (Design District),"Miami, FL",Design District,French,$$$$,4.7/5 Tripadvisor,12+ reviews
Buena Vista Deli,26.031846,-80.165681,N/A,"Miami, FL",Design District,French/European,$$-$$$,4.0/5 Google,263
Swan,25.81281,-80.19137,N/A (Design District),"Miami, FL",Design District,American,$$$$,3.7/5 Google,578
Sofia Design District,26.031846,-80.165681,N/A,"Miami, FL",Design District,Italian,$$$$,4.3/5 Tripadvisor,10+ reviews
Mia Market,25.81281,-80.19137,N/A (Design District),"Miami, FL",Design District,Italian/Japanese,$,4.8/5 Tripadvisor,6+ reviews
Enriqueta's Sandwich Shop,25.80394,-80.19143,186 NE 29th St,"Miami, FL 33137",Design District,Cuban,$,4.5/5 Google,355
Amara at Paraiso,25.806445,-80.1856,3101 NE 7th Ave,"Miami, FL 33137",Design District,Latin/Seafood,$$$$,3.7/5 Google,1461
Aoko,25.79921,-80.191069,2304 NE 2nd Ave,"Miami, FL 33137",Design District,Sushi/Japanese,$$$,4.9/5 Google,89
Palo Quemao,25.799994,-80.188786,350 NE 24th St #109,"Miami, FL 33137",Design District,Colombian,$$,4.5/5 Google,378
La Latina,25.809579,-80.190933,3509 NE 2nd Ave,"Miami, FL 33137",Design District,Venezuelan,$$,4.4/5 Google,346
Klaw,25.792091,-80.185912,1737 N Bayshore Dr,"Miami, FL 33132",Downtown Miami,Steakhouse/Seafood,$$$$,4.4/5 Google,638
Sabor A Peru,25.804812,-80.189197,2927 Biscayne Blvd,"Miami, FL 33137",Design District,Peruvian,$$,N/A,N/A
Rincon Escondido Tapas,25.802718,-80.189019,2697 Biscayne Blvd,"Miami, FL 33137",Design District,Spanish/Argentinian,$$,N/A,N/A
Tanka,25.791389,-80.186441,1717 N Bayshore Dr Suite 131,"Miami, FL 33132",Downtown Miami,Chinese,$$$,4.4/5 Google,321
Mignonette,25.793332,-80.190475,210 NE 18th St,"Miami, FL 33132",Downtown Miami,Oyster Bar/Seafood,$$$,N/A,N/A
Kraken Crudo,25.8096,-80.190925,3525 NE 2nd Ave,"Miami, FL 33137",Design District,Sushi/Raw Bar/Floribbean,$$$,4.4/5 Google,166
Amor di Pasta,25.79935,-80.191071,2320 NE 2nd Ave,"Miami, FL 33137",Design District,Italian,$$,4.3/5 Google,380
Sylvano's,25.80045,-80.191173,2426 NE 2nd Ave,"Miami, FL 33137",Design District,Italian,$$,N/A,N/A
Pizza Pazza,25.793876,-80.189501,275 NE 18th St,"Miami, FL 33132",Downtown Miami,Neapolitan Pizza,$$,4.6/5 Google,339
Rice Mediterranean Kitchen,25.801387,-80.189509,2500 Biscayne Blvd,"Miami, FL 33137",Design District,Persian/Mediterranean,$$,4.3/5 Google,333
Plant Miami,25.800084,-80.1928,105 NE 24th St,"Miami, FL 33137",Design District,Vegan/Kosher,$$$,N/A,N/A
NOA Cafe,25.802984,-80.190857,2711 NE 2nd Ave,"Miami, FL 33137",Design District,International Fusion,$$,4.5/5 Google,321
Mamacita Miami,26.031846,-80.165681,N/A (Edgewater),"Miami, FL",Downtown Miami,Latin,N/A,N/A,N/A
La Bottega Miami,26.031846,-80.165681,N/A (Edgewater),"Miami, FL",Downtown Miami,Italian,N/A,N/A,N/A
Blackbrick Chinese & Dim Sum,25.809387,-80.192311,3451 NE 1st Ave,"Miami, FL 33137",Design District,Chinese/Dim Sum,$$,N/A,N/A
Ayesha,25.807263,-80.193817,120 Buena Vista Blvd,"Miami, FL 33137",Design District,Indian,$$$,N/A,N/A
Lagniappe,25.80905,-80.19101,3425 NE 2nd Ave,"Miami, FL 33137",Design District,Small Plates/Charcuterie/Wine Bar,$$,4.7/5 Google,695
La Cabrera (Midtown),26.031846,-80.165681,N/A (Midtown),"Miami, FL",Midtown,Peruvian,$$$,N/A,N/A
Tap 42 Midtown Miami,26.031846,-80.165681,N/A,"Miami, FL",Midtown,American/Bar,$$-$$$,3.9/5 Tripadvisor,101+ reviews
100 Montaditos Midtown,26.031846,-80.165681,N/A,"Miami, FL",Midtown,Spanish,$,4.4/5 Google,270
Ol'days Farm To Table,26.031846,-80.165681,N/A (Midtown),"Miami, FL",Midtown,Cafe/International,$$-$$$,4.3/5 Google,395
Mau Miami,26.031846,-80.165681,N/A (Midtown),"Miami, FL",Midtown,Mediterranean,$$$$,4.2/5 Tripadvisor,33+ reviews
Prohibition Restaurant and Speakeasy,26.031846,-80.165681,N/A (Midtown),"Miami, FL",Midtown,American/Bar,$$$$,4.0/5 Tripadvisor,118+ reviews
Spris Artisan Pizza,26.031846,-80.165681,N/A (Midtown),"Miami, FL",Midtown,Italian/Pizza,$,4.3/5 Tripadvisor,101+ reviews
CRAFT Midtown,26.031846,-80.165681,N/A,"Miami, FL",Midtown,American/Pizza,$$-$$$,5.0/5 Google,114
La Picana Grill,26.031846,-80.165681,N/A (Omni),"Miami, FL",Downtown Miami,Argentinian Steakhouse,N/A,N/A,N/A
Francisca Charcoal Chicken & Meats (Omni),26.031846,-80.165681,N/A (Omni),"Miami, FL",Downtown Miami,Latin/Grill,N/A,N/A,N/A
Casadonna,26.031846,-80.165681,N/A (Omni),"Miami, FL",Downtown Miami,Coastal Italian,N/A,3.7/5 Google,669
Ariete,25.725244,-80.245046,3540 Main Hwy,"Coconut Grove, FL 33133",Coconut Grove,Cuban-American Fine Dining,$$$$,4.2/5 Google,563
Drinking Pig BBQ,25.727402,-80.243395,3444 Main Hwy Ste 16,"Miami, FL 33133",Coconut Grove,Barbecue,$$,4.8/5 Google,233
Shore To Door Fish Market,25.728042,-80.253767,3380 Douglas Rd,"Miami, FL 33133",Coconut Grove,Seafood,$$$,4.7/5 Google,160
Le Bouchon Du Grove,25.727696,-80.242888,3430 Main Hwy,"Coconut Grove, FL 33133",Coconut Grove,French Bistro,$$$,4.5/5 Google,919
Chug's Diner,25.727402,-80.243395,3444 Main Hwy Ste 21,"Miami, FL 33133",Coconut Grove,Cuban-American Diner,$$,4.0/5 Google,348
Chuggie's,25.727402,-80.243395,3444 Main Hwy,"Miami, FL 33133",Coconut Grove,Burgers,$$,4.7/5 Google,122
Midorie,25.727402,-80.243395,3444 Main Hwy,"Miami, FL 33133",Coconut Grove,Japanese/Sushi,$$$$,4.7/5 Google,125
The Original Daily Bread Marketplace,25.741736,-80.234222,2400 SW 27th St,"Miami, FL 33133",Coconut Grove,Middle Eastern,$$,4.2/5 Google,326
Krus Kitchen,25.727665,-80.24251,3413 Main Hwy,"Miami, FL 33133",Coconut Grove,American/Natural Wine,$$$,4.5/5 Google,346
Los Felix,25.727665,-80.24251,3413 Main Hwy,"Coconut Grove, FL 33133",Coconut Grove,Mexican/Farm-to-Table,$$$,4.3/5 Google,383
Barracuda Taphouse & Grill,25.72778,-80.24323,3035 Fuller St,"Miami, FL 33133",Coconut Grove,Bar Food/American,$$,4.1/5 Google,285
Loretta & The Butcher,25.727696,-80.244636,3195 Commodore Plaza,"Miami, FL 33133",Coconut Grove,Argentinian Steakhouse,$$$,4.4/5 Google,354
Bombay Darbar (Coconut Grove),25.729235,-80.240901,2901 Florida Ave,"Coconut Grove, FL 33133",Coconut Grove,Indian,$$$,4.7/5 Google,1280
Glass & Vine,25.7266,-80.241042,2820 McFarlane Rd,"Miami, FL 33133",Coconut Grove,Contemporary/Latin,$$$,4.3/5 Google,967
GreenStreet Cafe,25.726752,-80.24398,3468 Main Hwy,"Coconut Grove, FL 33133",Coconut Grove,American/Mediterranean,$$$,4.3/5 Google,985+ reviews
Isabelle's Grill Room and Garden,25.730602,-80.237984,3300 SW 27th Ave,"Miami, FL 33133",Coconut Grove,American (Ritz-Carlton),$$$$,4.1/5 Google,177
Sadelle's,25.72969,-80.239157,3321 Mary St,"Miami, FL 33133",Coconut Grove,Bagels/Brunch,$$$,3.4/5 Google,332
Amal Miami,25.72658,-80.244224,3480 Main Hwy Ste 100,"Miami, FL 33133",Coconut Grove,Lebanese,$$$,4.3/5 Google,956
Eva,25.728539,-80.242102,3015 Grand Ave #120,"Coconut Grove, FL 33133",Coconut Grove,Mediterranean Bistro,$$$,4.9/5 Google,130
The Last Carrot,25.72838,-80.244091,3133 Grand Ave,"Miami, FL 33133",Coconut Grove,Vegetarian/Health Food,$$,N/A,N/A
Bellini,25.727802,-80.242176,2988 McFarlane Rd,"Miami, FL 33133",Coconut Grove,Italian,$$$,3.9/5 Google,3905
Mister 01 Extraordinary,25.728539,-80.242102,3015 Grand Ave Ste 165,"Miami, FL 33133",Coconut Grove,Italian Pizza,$$,4.9/5 Google,1615
Pauloluigi,25.735755,-80.239577,2859 Bird Ave,"Coconut Grove, FL 33133",Coconut Grove,Italian,$$,4.9/5 Google,191
Omakai Sushi,25.729865,-80.239617,3304 Mary St,"Miami, FL 33133",Coconut Grove,Japanese Omakase,$$$$,4.8/5 Google,785
Sushi by Scratch,25.725244,-80.245046,3540 Main Hwy,"Coconut Grove, FL 33133",Coconut Grove,Japanese Omakase,$$$$,4.5/5 Google,136
Sushi Garage,25.728539,-80.242102,3015 Grand Ave,"Coconut Grove, FL 33133",Coconut Grove,Japanese/Sushi,$$$,4.4/5 Google,757
Varsol Sushi Bar,25.727472,-80.242645,3423 Main Hwy,"Coconut Grove, FL 33133",Coconut Grove,Japanese/Sushi,$$$,4.6/5 Google,332
Aida Mexican Food,25.729823,-80.239619,3306 Mary St,"Miami, FL 33133",Coconut Grove,Mexican,$$,4.6/5 Google,240
Bartaco (Coconut Grove),25.726986,-80.244373,3112 Commodore Plaza,"Miami, FL 33133",Coconut Grove,Mexican Tacos,$$,4.7/5 Google,1078
El Taquito,25.727866,-80.242681,3410 Main Hwy,"Miami, FL 33133",Coconut Grove,Mexican,$$,3.2/5 Google,201
Koko (by Bakan),25.73006,-80.23924,2856 Tigertail Ave,"Coconut Grove, FL 33133",Coconut Grove,Mexican (Wood-fired),$$$,4.4/5 Google,716
Berries in the Grove,25.738174,-80.238042,2884 SW 27th Ave,"Coconut Grove, FL 33133",Coconut Grove,American/Brunch,$$,4.3/5 Google,495
Calista Cafe,25.729392,-80.240357,3333 Rice St,"Coconut Grove, FL 33133",Coconut Grove,Greek Cafe,$$,4.6/5 Google,80
Judith's Market,25.727241,-80.255927,3870 Grand Ave,"Miami, FL 33133",Coconut Grove,Cafe/Market,$$,4.9/5 Google,68
Botanico Gin & Cookhouse,25.728539,-80.242102,3015 Grand Ave,"Coconut Grove, FL 33133",Coconut Grove,Gastropub,$$$,4.0/5 Google,85
The Commodore,25.730602,-80.237984,3300 SW 27th Ave,"Miami, FL 33133",Coconut Grove,American Bar (Ritz-Carlton),$$$,N/A,N/A
Happy Wine in the Grove,25.735702,-80.239357,2833 Bird Ave,"Miami, FL 33133",Coconut Grove,Wine Bar/Tapas,$$$,4.5/5 Google,686
Sipsip,25.728851,-80.24108,3000 Florida Ave,"Miami, FL 33133",Coconut Grove,Tiki Bar/Caribbean,$$$,4.3/5 Google,59
Bayshore Club,25.728676,-80.234191,3391 Pan American Dr,"Miami, FL 33133",Coconut Grove,Seafood/Peruvian,$$$,4.8/5 Google,2408
Monty's Raw Bar,25.732323,-80.23259,2550 S Bayshore Dr,"Miami, FL 33133",Coconut Grove,Seafood,$$$,4.2/5 Google,"1,533+ reviews"
Regatta Grove,25.729046,-80.233044,3415 Pan American Dr,"Coconut Grove, FL 33133",Coconut Grove,Multi-concept Seafood/Aussie/Pizza,$$$,4.3/5 Google,1238
Ava MediterrAegean,25.727312,-80.240642,2889 McFarlane Rd,"Miami, FL 33133",Coconut Grove,Mediterranean,$$$,4.8/5 Google,2124
Carbone Vino,25.72844,-80.240602,2911 Grand Ave Ste 194,"Coconut Grove, FL 33133",Coconut Grove,Italian,$$$$,4.5/5 Google,239
Flanigan's Seafood Bar & Grill (Coconut Grove),25.735738,-80.238314,2721 Bird Ave,"Coconut Grove, FL 33133",Coconut Grove,Seafood,$$,4.1/5 Google,774
Meraki in the Grove,25.72705,-80.243661,3462 Main Hwy,"Miami, FL 33133",Coconut Grove,Greek,$$$,4.5/5 Google,468
Sapore di Mare,25.727327,-80.242861,3433 Main Hwy,"Miami, FL 33133",Coconut Grove,Italian Seafood,$$$$,4.4/5 Google,614
Daniel's Miami,25.705159,-80.282417,1500 San Ignacio Ave,"Coral Gables, FL 33146",Coral Gables,Steakhouse,$$$$,4.7/5 Google,165
La Casita,25.764852,-80.257516,3805 SW 8th St,"Coral Gables, FL 33134",Coral Gables,Cuban,$$$,4.5/5 Google,354
Zitz Sum,25.751286,-80.262276,396 Alhambra Circle,"Coral Gables, FL 33134",Coral Gables,Chinese Fusion,$$$,4.5/5 Google,207
Casa MX,25.747225,-80.254318,2345 SW 37th Ave,"Miami, FL 33145",Little Havana,Mexican,$$$,8.3/10 Infatuation,N/A
Frankie & Wally's,25.745332,-80.259327,216 Palermo Ave,"Coral Gables, FL 33134",Coral Gables,Sandwiches,$$,9.0/10 Infatuation,N/A
Tinta y Cafe,25.75919,-80.2585,1315 Ponce de Leon Blvd,"Coral Gables, FL 33134",Coral Gables,Cuban,$$,3.9/5 Google,404
Luca Osteria,25.751215,-80.257188,116 Giralda Ave,"Coral Gables, FL 33134",Coral Gables,Italian,$$$,4.3/5 Google,692
Frenchie's Diner,25.74768,-80.256695,2618 Galiano St,"Coral Gables, FL 33134",Coral Gables,French-American,$$$,4.3/5 Google,191
Tina In The Gables,25.728631,-80.262048,4700 S Le Jeune Rd,"Coral Gables, FL 33146",Coral Gables,Latin/Cafe-Diner,$$,3.9/5 Google,145
Pastor At Pascal,25.747587,-80.258425,2611 Ponce de Leon Blvd,"Coral Gables, FL 33134",Coral Gables,French,$$$$,4.0/5 Google,369
Sanguich Coral Gables,25.745848,-80.257116,111 Palermo Ave,"Coral Gables, FL 33134",Coral Gables,Cuban Sandwiches,$$,9.0/10 Infatuation,N/A
Shingo,25.753036,-80.256622,112 Alhambra Cir,"Coral Gables, FL 33134",Coral Gables,Japanese Omakase,$$$$,4.9/5 Google,118
Caffe Abbracci,25.750114,-80.261173,318 Aragon Ave,"Coral Gables, FL 33134",Coral Gables,Northern Italian,$$$,4.4/5 Google,428
Bouchon Bistro,25.753074,-80.256954,2101 Galiano St,"Coral Gables, FL 33134",Coral Gables,French Bistro,$$$,4.0/5 Google,209
Kojin 2.0,25.764206,-80.259491,804 Ponce de Leon Blvd,"Coral Gables, FL 33134",Coral Gables,Japanese-Miami Fusion,$$$,4.6/5 Google,99
Beauty & The Butcher,25.704984,-80.285208,6915 SW 57th Ave,"South Miami, FL 33143",South Miami,American Steakhouse,$$$,4.6/5 Google,738
The Cafe At Books & Books,25.750597,-80.260035,265 Aragon Ave,"Coral Gables, FL 33134",Coral Gables,American Cafe,$$,4.6/5 Google,191
Levant,25.74899,-80.258358,2415 Ponce de Leon Blvd,"Coral Gables, FL 33134",Coral Gables,Middle Eastern,$$$,4.6/5 Google,362
Shadow Wagyu,25.728649,-80.262039,4702 S Le Jeune Rd,"Coral Gables, FL 33134",Coral Gables,Japanese Wagyu Butcher,$$$,8.4/10 Infatuation,N/A
Zucca,25.752894,-80.258495,162 Alcazar Ave,"Coral Gables, FL 33134",Coral Gables,Italian,$$$,4.5/5 Google,875
Elyu Omakase,25.749623,-80.258571,La Palma Building,"Coral Gables, FL 33134",Coral Gables,Japanese-Filipino Omakase,$$$$,4.9/5 Google,102
